Symbol,Spot Price,Strike Price,Volatility,Interest Rate,Time to Maturity (Days),Option Type,Expiry Date
USD/CHF,1.1998633160036225,1.1462302784591616,0.21702724328751644,0.024252356849190183,307,Put,2026-03-09
GBP/USD,1.2156967760085915,1.2725916448152494,0.08276854047844157,0.015762995822976023,184,Call,2025-11-06
GBP/USD,1.0550010948555135,1.0997474719218836,0.0693884376083209,0.012713165545886342,119,Put,2025-09-02
USD/JPY,1.2282114947055909,1.1235069207644655,0.13519543696409028,0.008476105792595124,237,Call,2025-12-29
USD/CHF,1.2402170209105472,1.2031226132080488,0.15102539510511234,0.014703720908016039,112,Call,2025-08-26
USD/CHF,1.1683247166224822,1.1432015192352516,0.18172351995130584,0.00010159298402471207,118,Call,2025-09-01
USD/JPY,1.157891488502727,1.053298071871832,0.10941191935309079,0.0037174206791946497,203,Put,2025-11-25
USD/CHF,1.1373942887308803,1.0759001291275474,0.22534163919643613,0.0007339035676006411,19,Call,2025-05-25
USD/CHF,1.1512308981341313,1.0731263601514545,0.1964279768039683,0.0037049880797532853,295,Call,2026-02-25
EUR/USD,1.097095158689082,1.2167895873406347,0.1515782784405061,0.006067544122643837,46,Put,2025-06-21
GBP/USD,1.1131793502565592,1.1747304692539344,0.1788690754028793,0.0473249598321365,325,Call,2026-03-27
GBP/USD,1.1703194545013769,1.1667677422649831,0.1891093411208008,0.03004636197179531,311,Call,2026-03-13
EUR/USD,1.055071279872105,1.2844118237239357,0.15681377837227245,0.01962226719386231,19,Put,2025-05-25
USD/CHF,1.2198202952590826,1.0817552823609453,0.1709398847720988,0.03131045027227065,360,Call,2026-05-01
USD/JPY,1.2297049647205207,1.2460677211237159,0.05934827705006989,0.01793090396468977,188,Call,2025-11-10
USD/CHF,1.0541932782587684,1.1420463219406134,0.05895495968755391,0.006086134153551254,71,Put,2025-07-16
AUD/USD,1.240323757254342,1.180950792816036,0.12809356422821805,0.031019195327403645,288,Call,2026-02-18
EUR/USD,1.1245928013244684,1.2587747166097467,0.1610418350206373,0.022760286568179078,249,Put,2026-01-10
GBP/USD,1.060955245783501,1.1042496458748212,0.20618587861903215,0.041852814152860913,236,Put,2025-12-28
GBP/USD,1.116938128730526,1.117438621681663,0.12055063227990236,0.0059203588371375794,110,Call,2025-08-24
USD/CHF,1.124242470930841,1.1506193041147783,0.22510627663983443,0.04328773080401675,126,Call,2025-09-09
USD/CHF,1.1806284218224732,1.095341032244324,0.20592426745621015,0.001118765909287428,340,Put,2026-04-11
EUR/USD,1.1732690407337072,1.18952389956541,0.22905774234715212,0.039187709327796263,327,Put,2026-03-29
AUD/USD,1.0768606006620587,1.2403173723890606,0.12122998354383314,0.041029111524371914,279,Call,2026-02-09
EUR/USD,1.121690860116712,1.2398227088555116,0.12739577636467736,0.036053746203086205,134,Call,2025-09-17
USD/CHF,1.2430256988169603,1.2694465137404385,0.16844824138374448,0.013311020564800791,165,Call,2025-10-18
USD/CHF,1.1197937804396247,1.1855811323195962,0.15672786282341356,0.031885800280749506,23,Put,2025-05-29
USD/CHF,1.151608666803891,1.1268917622522083,0.08143630595862852,0.0480520458917937,134,Call,2025-09-17
USD/JPY,1.180663372153747,1.1913107491545318,0.2066141164546019,0.02018845751138682,327,Call,2026-03-29
USD/CHF,1.2285065354784874,1.2120516913668078,0.21204784054171225,0.007463113248064474,313,Call,2026-03-15
GBP/USD,1.1785730635271288,1.2607434763894014,0.11340452728770319,0.010966850197424861,310,Call,2026-03-12
AUD/USD,1.1799717748878273,1.0572855331157522,0.24216318153945218,0.02541750867256287,47,Call,2025-06-22
GBP/USD,1.1872276187285054,1.288896833704763,0.0985185153193866,0.01835468753936813,154,Call,2025-10-07
EUR/USD,1.2205914576855126,1.1912630134277398,0.12826333726353523,0.030594315566867977,344,Put,2026-04-15
GBP/USD,1.1504151970777146,1.060907414144417,0.16974101526161428,0.023798691234836234,243,Put,2026-01-04
GBP/USD,1.153653709848406,1.1978712847826298,0.10293008565140188,0.016350211740169592,46,Call,2025-06-21
USD/JPY,1.0977905250405267,1.2190738690649103,0.20963737202651642,0.0002836181252683867,86,Put,2025-07-31
GBP/USD,1.1907204353564904,1.2435861651702809,0.07489466815311212,0.041294407916573996,58,Call,2025-07-03
EUR/USD,1.1202798869390493,1.2411047129655572,0.22789621455908016,0.03457649213697498,58,Call,2025-07-03
USD/JPY,1.1110842267202474,1.2868121943838031,0.11773378512184307,0.0019136497479537995,331,Call,2026-04-02
AUD/USD,1.1279639853433587,1.0924103128476785,0.07732657215929901,0.013345379034492644,225,Call,2025-12-17
USD/CHF,1.1651582437600603,1.26464254596988,0.23013516863272582,0.041655581176667865,144,Call,2025-09-27
GBP/USD,1.1916963501769942,1.2868206850945616,0.1793220641857986,0.016213771174431537,130,Call,2025-09-13
AUD/USD,1.1012050901862587,1.1847940213656944,0.14309452294683256,0.03947395875263879,197,Call,2025-11-19
USD/CHF,1.2435612709803563,1.1423493580278057,0.23880746044652468,0.03817224442663231,4,Put,2025-05-10
USD/CHF,1.2349538348012548,1.1392642628972158,0.1350648404906837,0.020101792272573096,34,Call,2025-06-09
EUR/USD,1.0862058978636395,1.108729765793633,0.09833657338229083,0.013621896854329796,51,Call,2025-06-26
USD/CHF,1.2229089345500894,1.137288139454896,0.15091230197541775,0.018345385001898286,105,Call,2025-08-19
EUR/USD,1.2123867995840951,1.0680400571192041,0.180529163564689,0.035604856974094164,137,Call,2025-09-20
EUR/USD,1.2388925402518807,1.284121905650369,0.09484398397473537,0.023021755956727966,203,Call,2025-11-25
USD/JPY,1.1941921064082415,1.090099953196335,0.1287313349404594,0.04029271601014767,204,Call,2025-11-26
USD/JPY,1.2494734208135025,1.2608324687562409,0.1326059377267384,0.03020880893412381,104,Call,2025-08-18
USD/JPY,1.0789243505223343,1.1680589243898143,0.06227964697259097,0.04500279786868944,142,Put,2025-09-25
GBP/USD,1.1436676370249141,1.161668260712221,0.24161511998678387,0.043394890865335586,30,Put,2025-06-05
AUD/USD,1.2278698626272517,1.0731840000298463,0.23749623110492132,0.04553383163328222,154,Put,2025-10-07
USD/JPY,1.1496087595486242,1.115439128349258,0.08218854625558879,0.0068335606880291395,223,Call,2025-12-15
GBP/USD,1.1300529370177046,1.2296490438960153,0.15666580234781413,0.014810872127350161,200,Put,2025-11-22
EUR/USD,1.0661891865959519,1.218848677063518,0.19337730683660004,0.04559810089994281,340,Put,2026-04-11
GBP/USD,1.2243439456077108,1.2938203528242438,0.12637042335195925,0.03107128279354295,108,Call,2025-08-22
AUD/USD,1.1725447238452915,1.2104136753679817,0.1879429512502689,0.029276313263634786,163,Call,2025-10-16
USD/JPY,1.2124665522888298,1.088326693462749,0.20018939951004888,0.019552002664342927,173,Call,2025-10-26
EUR/USD,1.1334489417251394,1.14846142663142,0.09191514617814751,0.0412100313061326,84,Put,2025-07-29
GBP/USD,1.1606212781277714,1.2465768092159883,0.08624426922797915,0.03500148517676623,302,Put,2026-03-04
USD/CHF,1.0835975858406015,1.2549631859362214,0.19222660026857022,0.009699179754845716,206,Put,2025-11-28
EUR/USD,1.0713690908833688,1.0862135647702065,0.13772316288301742,0.043061109699459046,327,Put,2026-03-29
AUD/USD,1.1790764229778639,1.1882570136552735,0.11299333488287477,0.008585480064762136,264,Put,2026-01-25
USD/CHF,1.2157447858426391,1.1764629806792861,0.12171244681004972,0.043848617095598355,121,Put,2025-09-04
USD/JPY,1.0693571975329494,1.1710510932533935,0.09753219082032638,0.022916002497115923,43,Call,2025-06-18
AUD/USD,1.1257829840514095,1.1794163615869264,0.05055699817575632,0.047846395861138924,26,Call,2025-06-01
GBP/USD,1.0688259653520846,1.0637218020211086,0.24977170579245775,0.017556185071273857,289,Call,2026-02-19
GBP/USD,1.1469485967746447,1.1789256847222274,0.06887413423752729,0.01695175975628126,26,Call,2025-06-01
AUD/USD,1.0556293275523887,1.2316845083077415,0.16831840095520936,0.043527784750411774,131,Call,2025-09-14
USD/CHF,1.1595148361094767,1.1344831626569354,0.10925403508808279,0.04850437530433748,357,Put,2026-04-28
GBP/USD,1.2384612965293318,1.284440588870683,0.1930373306082184,0.004791372086771173,43,Call,2025-06-18
AUD/USD,1.2291460991568124,1.1894457740519486,0.07052713727754714,0.0021053152199580374,306,Call,2026-03-08
EUR/USD,1.0529666653882206,1.066160224864411,0.24363192014474633,0.028368855918879915,296,Put,2026-02-26
AUD/USD,1.123496785182187,1.123205929864896,0.09992322937467862,0.019691354121499367,14,Call,2025-05-20
AUD/USD,1.2489039539719777,1.2868424192837757,0.08611750532366119,0.012634248787206249,154,Call,2025-10-07
USD/JPY,1.1492200864006683,1.2385141377402051,0.15722305647784604,0.0398964164947755,193,Put,2025-11-15
EUR/USD,1.17210649743639,1.0502342721946711,0.08894241702401039,0.03377313220203224,254,Call,2026-01-15
EUR/USD,1.163770719487177,1.114674480180418,0.154775501606856,0.003622467467230212,259,Call,2026-01-20
EUR/USD,1.0746482585991444,1.1765751346703197,0.1772818483383485,0.005132967237516612,218,Put,2025-12-10
GBP/USD,1.0888532397989041,1.2130409430436817,0.23153912198091986,0.0316590722082261,116,Put,2025-08-30
AUD/USD,1.202531576294524,1.0881847505310218,0.1408907487116296,0.03568567092008736,39,Put,2025-06-14
USD/CHF,1.0593107592810451,1.200052459837774,0.08172432501022031,0.020876101305240702,312,Call,2026-03-14
GBP/USD,1.0560134872335614,1.268523060702561,0.07836813956599852,0.01513372894026075,208,Call,2025-11-30
USD/JPY,1.1656548336869252,1.2129171114937856,0.10232404485053781,0.013363773774370098,38,Put,2025-06-13
AUD/USD,1.1451707460112348,1.1151779388515548,0.2380453157282113,0.005241561095332481,133,Put,2025-09-16
USD/JPY,1.1908980059237328,1.2912477983251989,0.23731096096177332,0.017790568440272908,158,Call,2025-10-11
AUD/USD,1.1824201857083818,1.212026535249576,0.15287255085081045,0.011489848733199859,214,Put,2025-12-06
USD/CHF,1.249385481485713,1.1302174848188473,0.1798166777681309,0.03104090301768091,20,Put,2025-05-26
USD/JPY,1.1242754564291293,1.204250421266968,0.10585158007732459,0.0055525375804749925,53,Put,2025-06-28
USD/CHF,1.073937389968076,1.142263168433705,0.13782364770808617,0.04806450220163534,294,Call,2026-02-24
GBP/USD,1.2162269510916612,1.1418857406119844,0.06513238958619816,0.03214816059159958,164,Call,2025-10-17
USD/CHF,1.2406137361258671,1.1905006753235539,0.21182483237239147,0.01078003107085595,234,Call,2025-12-26
AUD/USD,1.1580911943608292,1.1155332305389076,0.15633012742611976,0.039819509656223086,132,Call,2025-09-15
USD/JPY,1.2097495240217815,1.2494311590266443,0.19174069512719694,0.022707511227550378,7,Call,2025-05-13
EUR/USD,1.1007422345375282,1.2492529280748248,0.07828034427479831,0.0332681001601406,93,Call,2025-08-07
USD/JPY,1.2109491758633697,1.1826772360171278,0.05119665816170718,0.018069917317246453,184,Put,2025-11-06
GBP/USD,1.2397661958553383,1.1070788753801413,0.16531993818700755,0.03775211328449018,242,Put,2026-01-03
USD/JPY,1.180232265048691,1.2571791221480926,0.15625216086754345,0.012369960486352784,273,Call,2026-02-03
USD/CHF,1.1762354854727324,1.2062370019837312,0.06046231618656144,0.03314713222489401,116,Call,2025-08-30
AUD/USD,1.114486894777886,1.0616844388929365,0.05914990759270078,0.002646893665638922,185,Put,2025-11-07
AUD/USD,1.1653917828739202,1.1444468763722218,0.06414266480012709,0.04091510972371361,128,Put,2025-09-11
AUD/USD,1.2314317387436187,1.0801069002315493,0.12246425074127609,0.009860286220295202,207,Put,2025-11-29
GBP/USD,1.2111023673418622,1.2903234888298714,0.13046872510070792,0.0496973452996449,300,Call,2026-03-02
USD/CHF,1.1835202895135406,1.1926781850720223,0.21345807350380944,8.039063097627364e-05,193,Call,2025-11-15
USD/CHF,1.232896077513259,1.1557128735511824,0.20543460880485853,0.03980647997259029,321,Put,2026-03-23
USD/JPY,1.1999804702328065,1.0897716733749072,0.23987098536543722,0.007158317371299567,35,Put,2025-06-10
AUD/USD,1.1948257645542457,1.1192748028317703,0.10754234600033562,0.04932068277634604,105,Call,2025-08-19
USD/JPY,1.0849632120965254,1.1957103655689385,0.18804349431299996,0.03524305455982439,45,Put,2025-06-20
GBP/USD,1.2190957632978883,1.1099345412449653,0.1922542497959983,0.02502313719210136,349,Put,2026-04-20
GBP/USD,1.1364008246423691,1.1463049809463455,0.10416366164525448,0.04891351046256051,334,Put,2026-04-05
USD/JPY,1.2247612678574868,1.1368186160348495,0.164692366117969,0.02926825498148025,71,Put,2025-07-16
AUD/USD,1.1070447100386234,1.052069367575781,0.17878023844150753,0.023564659914475695,198,Put,2025-11-20
AUD/USD,1.1759022247322373,1.091451896313987,0.13893648193017813,0.023220293216015087,10,Call,2025-05-16
EUR/USD,1.1915646687631714,1.2248354838694318,0.09197358088652381,0.03322949748769781,124,Call,2025-09-07
USD/JPY,1.155920560011987,1.1904184735846342,0.15298455863822413,0.030702512538194296,5,Put,2025-05-11
AUD/USD,1.11184763402479,1.1462071457144956,0.15641087836594567,0.010935061381966482,90,Put,2025-08-04
GBP/USD,1.1447668626520102,1.1895581028432018,0.06670116640263353,0.027269107195595832,294,Call,2026-02-24
AUD/USD,1.1568365367522262,1.057286142737396,0.06454308518480219,0.04815041536918923,63,Put,2025-07-08
USD/JPY,1.2051656851912969,1.2896360966894655,0.2475146186422289,0.008581365085565729,124,Call,2025-09-07
AUD/USD,1.2182593898998006,1.1779031503522512,0.21917915722860962,0.034417984460344365,184,Call,2025-11-06
AUD/USD,1.1704217292309393,1.145313771070114,0.24853238525650323,0.018139164873790026,268,Put,2026-01-29
EUR/USD,1.1091720149084494,1.2382693551846053,0.05787995508155126,0.03481111996171244,57,Call,2025-07-02
GBP/USD,1.2226159934667893,1.1457933713222108,0.07254220745047919,0.007613448194664269,53,Call,2025-06-28
GBP/USD,1.0753746274959384,1.2286837186810433,0.09315720981474945,0.011615468445127126,336,Put,2026-04-07
EUR/USD,1.0643566467844994,1.2797282896959068,0.08707359806950575,0.007677512360268435,263,Put,2026-01-24
AUD/USD,1.1501137588454906,1.1121793421880048,0.16941045466301022,0.03695235469121138,343,Put,2026-04-14
USD/CHF,1.118759696833679,1.2024968173007404,0.15310874613353623,0.032949507312158365,323,Put,2026-03-25
USD/CHF,1.1114557904109124,1.234136499655876,0.0972198108693187,0.033183182106813584,206,Call,2025-11-28
USD/CHF,1.1692881128692563,1.1898878943126667,0.05835906509490962,0.037139285905736404,346,Call,2026-04-17
AUD/USD,1.1080207348802458,1.1172841346282163,0.19402406207693795,0.034322789966098936,330,Put,2026-04-01
AUD/USD,1.1395865022933538,1.1383803795706482,0.12961915146328168,0.01918201763774975,318,Put,2026-03-20
AUD/USD,1.1998541316010354,1.0928031111387246,0.1446106993456271,0.026046922345614107,87,Put,2025-08-01
GBP/USD,1.2070570812836992,1.0700359484610837,0.16593120337101955,0.026473632340788103,292,Put,2026-02-22
USD/CHF,1.1230034607542907,1.2651287236848083,0.14776522125908384,0.04683690138166578,358,Put,2026-04-29
EUR/USD,1.1566825498101574,1.1496039218376812,0.23602569508959415,0.0016646524063629266,144,Call,2025-09-27
GBP/USD,1.1868394646451512,1.1697892952852782,0.2144100041676863,0.009406280039301707,292,Put,2026-02-22
USD/JPY,1.1173282494757562,1.148302672549673,0.09158892420179772,0.005875331744514229,113,Call,2025-08-27
EUR/USD,1.0546406099762018,1.1927217316782166,0.08339574502232423,0.03434811770808019,95,Call,2025-08-09
USD/CHF,1.233458067884764,1.2935786620622933,0.15095980289265487,0.006798224958070598,288,Call,2026-02-18
EUR/USD,1.0542361092833656,1.066393522602564,0.22070177274399677,0.025416842584851787,125,Call,2025-09-08
EUR/USD,1.2441517309227812,1.2038126858507108,0.12665666639363313,0.019532214073496403,46,Call,2025-06-21
USD/CHF,1.0955624213378932,1.0806640918380848,0.06603968266107918,0.029146326838588706,243,Put,2026-01-04
USD/JPY,1.2427242738525668,1.2465697828266213,0.08620279764200729,0.025369523677884864,34,Call,2025-06-09
GBP/USD,1.0845035268816225,1.0953761970299323,0.23257624041890357,0.011758747238788742,345,Put,2026-04-16
USD/CHF,1.2328193061513413,1.225683031707861,0.18900352808532242,0.030014108832622784,226,Call,2025-12-18
USD/CHF,1.2071250119544539,1.2034863746184412,0.2279084417414406,0.02515227783182816,285,Put,2026-02-15
USD/CHF,1.2076290207761817,1.0882420500461434,0.11854480550450126,0.0014110304454895306,334,Call,2026-04-05
AUD/USD,1.16189764667126,1.2848565954985551,0.22457618773660443,0.03515181203837906,175,Put,2025-10-28
USD/CHF,1.1101650661233295,1.1707344543472382,0.10203735088606752,0.02470915545793402,330,Put,2026-04-01
AUD/USD,1.1878215946277377,1.2064812430849046,0.12902186427109252,0.04961367988364443,188,Put,2025-11-10
GBP/USD,1.1727763244720348,1.0515808628130086,0.22133410023275468,0.036545640853339105,145,Call,2025-09-28
USD/JPY,1.1720977785375353,1.1568308091772805,0.09121441371206088,0.03506518415570144,309,Call,2026-03-11
AUD/USD,1.1041533216314312,1.0904532380993146,0.21129416352246616,0.04732169590133955,306,Put,2026-03-08
USD/JPY,1.0554688942495478,1.10046944159535,0.1995405185759314,0.025386223752984417,128,Call,2025-09-11
USD/CHF,1.2283683715753868,1.2404201274466984,0.21327168857898143,0.010707768564106757,141,Put,2025-09-24
EUR/USD,1.2467192499916435,1.1131480199360226,0.17852121639366886,0.03544323155769151,344,Call,2026-04-15
USD/CHF,1.1520183906410915,1.2868202106305198,0.15767215644639623,0.009573894485081398,303,Put,2026-03-05
GBP/USD,1.1486704126345726,1.1276777737957466,0.10265710452615187,0.030027850388994182,7,Put,2025-05-13
USD/CHF,1.1550774110976125,1.196498804977127,0.14124778249247358,0.01059582323685427,269,Call,2026-01-30
USD/JPY,1.1955595923567097,1.123880088505974,0.19414839211904025,0.02578135040454323,252,Put,2026-01-13
USD/CHF,1.2166344203829829,1.215446125863417,0.11444311798430745,0.0049675095756544,56,Put,2025-07-01
USD/JPY,1.1018487908952588,1.236595455355908,0.13654008024938374,0.03722076923847389,182,Call,2025-11-04
GBP/USD,1.1486396907237335,1.1380841363377572,0.13093643587904186,0.03858061918926961,102,Put,2025-08-16
USD/CHF,1.1361984964330378,1.215782828638028,0.12064325587370434,0.025206977187438535,94,Put,2025-08-08
USD/JPY,1.159953280910144,1.2359658402131843,0.14631714409628443,0.026629186011436257,166,Call,2025-10-19
EUR/USD,1.17815855772444,1.2019635721708744,0.10600413927721096,0.0372670866945256,272,Put,2026-02-02
USD/CHF,1.178672034418452,1.1135510974984022,0.20525806757544804,0.047649757161613265,250,Put,2026-01-11
USD/JPY,1.1102990409684457,1.2028821479684497,0.11547181103787381,0.008595198598084575,22,Call,2025-05-28
AUD/USD,1.1278823984094963,1.0802218181676992,0.19313140852159483,0.04460067608558413,290,Call,2026-02-20
EUR/USD,1.1656669469092573,1.1985400235564727,0.19319572695822426,0.02725696011939649,111,Put,2025-08-25
USD/JPY,1.1095142315976008,1.157366321384738,0.18016489947488934,0.04971629678490652,352,Call,2026-04-23
USD/CHF,1.1427197993345688,1.1866030959306644,0.05382384622898702,0.003329742571882405,200,Put,2025-11-22
USD/JPY,1.0540463096056927,1.0606464911791538,0.0795812718650447,0.03533412048396403,227,Call,2025-12-19
USD/JPY,1.0706227996542048,1.0668435191563386,0.1684228830323011,0.016412023374928215,222,Put,2025-12-14
EUR/USD,1.1728879797352307,1.2968207265711653,0.1959994046746497,0.029232749316199874,324,Call,2026-03-26
AUD/USD,1.114301339972987,1.0669025669377024,0.17045845358795114,0.01438054380146337,166,Put,2025-10-19
USD/JPY,1.153724645449686,1.109755926007503,0.11762895780426152,0.04256841852842047,323,Put,2026-03-25
USD/CHF,1.1048866447276504,1.2813932169873823,0.0799529954508713,0.023198222077845162,23,Put,2025-05-29
AUD/USD,1.0825194811476035,1.2269766222547531,0.0979647274571386,0.01931284794325406,53,Put,2025-06-28
GBP/USD,1.1442275753417592,1.2095190233612927,0.12315390778641225,0.02536933111127896,233,Call,2025-12-25
AUD/USD,1.2313558426927091,1.1641458624807395,0.09658182667770186,0.010592595079767892,28,Call,2025-06-03
GBP/USD,1.2084625649273368,1.2288237609178023,0.2287545574930162,0.042058014335252705,138,Call,2025-09-21
USD/JPY,1.054021861124725,1.2391318101121702,0.2273130269190993,0.03159091139619976,320,Call,2026-03-22
USD/CHF,1.1508173254334475,1.2127635284822185,0.1597247336882338,0.04922213485196936,294,Call,2026-02-24
USD/JPY,1.117812408457629,1.1598040801037506,0.08645316168880829,0.01526285805328066,45,Call,2025-06-20
EUR/USD,1.2388508557404727,1.1665137512016837,0.1520044360576904,0.03964331404767907,252,Call,2026-01-13
USD/JPY,1.1271786685081855,1.1388485314541335,0.20971823618051252,0.04028273203609571,60,Call,2025-07-05
USD/JPY,1.2147784625558238,1.0686946447348136,0.15351725645965764,0.02581226067590824,43,Call,2025-06-18
EUR/USD,1.24590153997611,1.1964996120721552,0.08533369721108226,0.017946720332425028,133,Put,2025-09-16
USD/CHF,1.0854223285908104,1.1089687928502765,0.16718048011359288,0.017456418320337702,238,Call,2025-12-30
GBP/USD,1.155581937482427,1.290292249135406,0.12310876080453732,0.016246222059411144,173,Call,2025-10-26
GBP/USD,1.2240118660976331,1.1440237431763183,0.12371705377980179,0.02986946379470151,5,Put,2025-05-11
USD/CHF,1.1542216412814255,1.2198686113011428,0.20109891823345682,0.025981935811846386,77,Put,2025-07-22
AUD/USD,1.0862932872625548,1.1062432584824147,0.08274822950293972,0.004849281759196639,317,Call,2026-03-19
USD/CHF,1.2350564191002753,1.1882848188712682,0.19863158009917878,0.027840754474139636,167,Call,2025-10-20
AUD/USD,1.180196883581657,1.0500334136734264,0.12315263745944205,0.0302695802448546,269,Call,2026-01-30
EUR/USD,1.1842169895412498,1.1893521516048913,0.20826776558342613,0.0483988062356282,10,Call,2025-05-16
AUD/USD,1.1330491421220303,1.2685269904890977,0.0821324950357904,0.047159382504900635,57,Call,2025-07-02
GBP/USD,1.130241264476923,1.0950983370761065,0.2159650524332717,0.013993322188422336,108,Call,2025-08-22
AUD/USD,1.1210605403520084,1.0764931725202778,0.0690636084341624,0.013889659813448524,221,Put,2025-12-13
EUR/USD,1.1276802203631673,1.0555328369455244,0.17119862551769205,0.03312905755675786,116,Call,2025-08-30
EUR/USD,1.161311524133196,1.256692881367238,0.13550729014595916,0.047279949286991134,196,Put,2025-11-18
EUR/USD,1.1259493713150834,1.0988748092781782,0.15428807231504732,0.003725768118935391,86,Call,2025-07-31
AUD/USD,1.0965832732812553,1.1718963957228326,0.223518391558167,0.01303116104448912,86,Put,2025-07-31
EUR/USD,1.053429206561515,1.1037067210305942,0.2005756448442808,0.007965679375001412,196,Put,2025-11-18
EUR/USD,1.076492648652019,1.0811273188059736,0.23687509216229136,0.029451380785347533,20,Put,2025-05-26
USD/JPY,1.2239500642848968,1.253447120311069,0.23963573062948262,0.01958955625930646,171,Put,2025-10-24
GBP/USD,1.1277827096186825,1.1354588148878926,0.21476161460051357,0.004852771934258682,328,Put,2026-03-30
EUR/USD,1.1467984154738613,1.1729278014779652,0.2080965819328605,0.029702289512081904,305,Put,2026-03-07
AUD/USD,1.0570342518550364,1.1021761216547774,0.2011163131849679,0.04408273650461486,104,Put,2025-08-18
USD/JPY,1.2146934367712154,1.1391334660671213,0.11726059051423501,0.04504353509279042,28,Call,2025-06-03
AUD/USD,1.1119017757364769,1.2900914432294677,0.12900600882179855,0.03923415514712585,340,Put,2026-04-11
EUR/USD,1.1603032662325357,1.0865087036078127,0.2102204174452387,0.0346136226712538,34,Call,2025-06-09
GBP/USD,1.1087047042665021,1.151848405522321,0.05719477979094798,0.0042816351996801455,77,Call,2025-07-22
AUD/USD,1.0566498849787542,1.275015000398019,0.20914766244848668,0.029074855516076317,111,Put,2025-08-25
EUR/USD,1.0985146959922978,1.2390262242780037,0.0755692498767222,0.018336387611517464,71,Call,2025-07-16
GBP/USD,1.2046265320362233,1.231531635845449,0.10741839474963133,0.012278893403354352,215,Call,2025-12-07
USD/JPY,1.0511235824205047,1.237639793346293,0.13237007116456379,0.0017883103410051004,307,Put,2026-03-09
USD/JPY,1.1406664354787777,1.071087805139193,0.16155974026832642,0.03384923745717637,325,Put,2026-03-27
AUD/USD,1.1324758903794565,1.1613028257790943,0.2064383531295001,0.01874804111936219,271,Call,2026-02-01
AUD/USD,1.099500594116077,1.121945508298891,0.13409213470458786,0.040879041064018434,50,Put,2025-06-25
USD/CHF,1.1791738808411896,1.2556349081557332,0.20286187450840798,0.028226367325636582,278,Put,2026-02-08
USD/CHF,1.2446796716827364,1.1285166665292934,0.22772593230772015,0.03252231064907367,309,Call,2026-03-11
AUD/USD,1.2174625457353399,1.0824517289995181,0.15939990528799308,0.0014266544741526168,155,Put,2025-10-08
GBP/USD,1.0837538996195792,1.0751040983816087,0.08205848156650969,0.035674538184167236,60,Call,2025-07-05
GBP/USD,1.0865673053298797,1.0646720939269114,0.13961293936370292,0.0032266089160846115,244,Call,2026-01-05
USD/JPY,1.0575562755902181,1.207191256254517,0.2220767781475143,0.022321431806863454,243,Call,2026-01-04
AUD/USD,1.192924816200648,1.2893925691542412,0.21938164219379375,0.005379930336148775,49,Put,2025-06-24
USD/CHF,1.1480676636522986,1.1477040463418027,0.19489394452966885,0.011748524315523791,138,Call,2025-09-21
USD/JPY,1.1919875672150257,1.1206401734573235,0.06913455659916322,0.030853887451850078,318,Put,2026-03-20
GBP/USD,1.0988015416745118,1.0669860530948052,0.2282121551348593,0.046856323115559984,14,Call,2025-05-20
EUR/USD,1.2051100920296944,1.095689624001983,0.16050507388284282,0.03784875449011174,103,Call,2025-08-17
USD/JPY,1.0985103116455353,1.2580417941789053,0.17651501254223312,0.020843884434503843,51,Put,2025-06-26
